source,target
Italy,CNRS
Italy,France
Italy,Italy
Italy,Germany
Italy,Italy
Italy,Italy
Italy,Spain
Italy,Spain
Italy,Spain
Italy,Faculdade de Ci\^encias
Italy,Universidade de Lisboa
Italy,Spain
Italy,CNRS
Italy,France
Italy,Italy
Italy,USA
Italy,France)
Italy,France
Italy,France
Italy,UK
Italy,France
Italy,Switzerland
Italy,UK
Italy,Faculdade de Ci\^encias
Italy,Universidade de Lisboa
Italy,Switzerland
Italy,Italy
Italy,CNRS
Italy,France
Italy,Italy
Italy,France
Italy,Italy
Italy,CA
Italy,USA
Italy,Germany
Italy,Germany
Italy,Germany
Italy,Switzerland
Italy,The Netherlands
Italy,Germany
Italy,UK
Italy,CNRS
Italy,France
Italy,Switzerland
Italy,France
Italy,CNRS
Italy,France
Italy,France
Italy,The Netherlands
Italy,The Netherlands
Italy,CNRS
Italy,France
Italy,Italy
Italy,Germany
Italy,Italy
Italy,Italy
Italy,Spain
Italy,Spain
Italy,Spain
Italy,Faculdade de Ci\^encias
Italy,Universidade de Lisboa
Italy,Spain
Italy,CNRS
Italy,France
Italy,Italy
Italy,USA
Italy,France)
France,France
France,UK
France,France
France,Switzerland
France,UK
France,Faculdade de Ci\^encias
France,Universidade de Lisboa
France,Switzerland
France,Italy
France,CNRS
France,France
France,Italy
France,France
France,Italy
France,CA
France,USA
France,Germany
France,Germany
France,Germany
France,Switzerland
France,The Netherlands
France,Germany
France,UK
France,CNRS
France,France
France,Switzerland
France,France
France,CNRS
France,France
France,France
France,The Netherlands
France,The Netherlands
France,CNRS
France,France
France,Italy
France,Germany
France,Italy
France,Italy
France,Spain
France,Spain
France,Spain
France,Faculdade de Ci\^encias
France,Universidade de Lisboa
France,Spain
France,CNRS
France,France
France,Italy
France,USA
France,France)
France,UK
France,France
France,Switzerland
France,UK
France,Faculdade de Ci\^encias
France,Universidade de Lisboa
France,Switzerland
France,Italy
France,CNRS
France,France
France,Italy
France,France
France,Italy
France,CA
France,USA
France,Germany
France,Germany
France,Germany
France,Switzerland
France,The Netherlands
France,Germany
France,UK
France,CNRS
France,France
France,Switzerland
France,France
France,CNRS
France,France
France,France
France,The Netherlands
France,The Netherlands
France,CNRS
France,France
France,Italy
France,Germany
France,Italy
France,Italy
France,Spain
France,Spain
France,Spain
France,Faculdade de Ci\^encias
France,Universidade de Lisboa
France,Spain
France,CNRS
France,France
France,Italy
France,USA
France,France)
UK,France
UK,Switzerland
UK,UK
UK,Faculdade de Ci\^encias
UK,Universidade de Lisboa
UK,Switzerland
UK,Italy
UK,CNRS
UK,France
UK,Italy
UK,France
UK,Italy
UK,CA
UK,USA
UK,Germany
UK,Germany
UK,Germany
UK,Switzerland
UK,The Netherlands
UK,Germany
UK,UK
UK,CNRS
UK,France
UK,Switzerland
UK,France
UK,CNRS
UK,France
UK,France
UK,The Netherlands
UK,The Netherlands
UK,CNRS
UK,France
UK,Italy
UK,Germany
UK,Italy
UK,Italy
UK,Spain
UK,Spain
UK,Spain
UK,Faculdade de Ci\^encias
UK,Universidade de Lisboa
UK,Spain
UK,CNRS
UK,France
UK,Italy
UK,USA
UK,France)
France,Switzerland
France,UK
France,Faculdade de Ci\^encias
France,Universidade de Lisboa
France,Switzerland
France,Italy
France,CNRS
France,France
France,Italy
France,France
France,Italy
France,CA
France,USA
France,Germany
France,Germany
France,Germany
France,Switzerland
France,The Netherlands
France,Germany
France,UK
France,CNRS
France,France
France,Switzerland
France,France
France,CNRS
France,France
France,France
France,The Netherlands
France,The Netherlands
France,CNRS
France,France
France,Italy
France,Germany
France,Italy
France,Italy
France,Spain
France,Spain
France,Spain
France,Faculdade de Ci\^encias
France,Universidade de Lisboa
France,Spain
France,CNRS
France,France
France,Italy
France,USA
France,France)
Switzerland,UK
Switzerland,Faculdade de Ci\^encias
Switzerland,Universidade de Lisboa
Switzerland,Switzerland
Switzerland,Italy
Switzerland,CNRS
Switzerland,France
Switzerland,Italy
Switzerland,France
Switzerland,Italy
Switzerland,CA
Switzerland,USA
Switzerland,Germany
Switzerland,Germany
Switzerland,Germany
Switzerland,Switzerland
Switzerland,The Netherlands
Switzerland,Germany
Switzerland,UK
Switzerland,CNRS
Switzerland,France
Switzerland,Switzerland
Switzerland,France
Switzerland,CNRS
Switzerland,France
Switzerland,France
Switzerland,The Netherlands
Switzerland,The Netherlands
Switzerland,CNRS
Switzerland,France
Switzerland,Italy
Switzerland,Germany
Switzerland,Italy
Switzerland,Italy
Switzerland,Spain
Switzerland,Spain
Switzerland,Spain
Switzerland,Faculdade de Ci\^encias
Switzerland,Universidade de Lisboa
Switzerland,Spain
Switzerland,CNRS
Switzerland,France
Switzerland,Italy
Switzerland,USA
Switzerland,France)
UK,Faculdade de Ci\^encias
UK,Universidade de Lisboa
UK,Switzerland
UK,Italy
UK,CNRS
UK,France
UK,Italy
UK,France
UK,Italy
UK,CA
UK,USA
UK,Germany
UK,Germany
UK,Germany
UK,Switzerland
UK,The Netherlands
UK,Germany
UK,UK
UK,CNRS
UK,France
UK,Switzerland
UK,France
UK,CNRS
UK,France
UK,France
UK,The Netherlands
UK,The Netherlands
UK,CNRS
UK,France
UK,Italy
UK,Germany
UK,Italy
UK,Italy
UK,Spain
UK,Spain
UK,Spain
UK,Faculdade de Ci\^encias
UK,Universidade de Lisboa
UK,Spain
UK,CNRS
UK,France
UK,Italy
UK,USA
UK,France)
Faculdade de Ci\^encias,Universidade de Lisboa
Faculdade de Ci\^encias,Switzerland
Faculdade de Ci\^encias,Italy
Faculdade de Ci\^encias,CNRS
Faculdade de Ci\^encias,France
Faculdade de Ci\^encias,Italy
Faculdade de Ci\^encias,France
Faculdade de Ci\^encias,Italy
Faculdade de Ci\^encias,CA
Faculdade de Ci\^encias,USA
Faculdade de Ci\^encias,Germany
Faculdade de Ci\^encias,Germany
Faculdade de Ci\^encias,Germany
Faculdade de Ci\^encias,Switzerland
Faculdade de Ci\^encias,The Netherlands
Faculdade de Ci\^encias,Germany
Faculdade de Ci\^encias,UK
Faculdade de Ci\^encias,CNRS
Faculdade de Ci\^encias,France
Faculdade de Ci\^encias,Switzerland
Faculdade de Ci\^encias,France
Faculdade de Ci\^encias,CNRS
Faculdade de Ci\^encias,France
Faculdade de Ci\^encias,France
Faculdade de Ci\^encias,The Netherlands
Faculdade de Ci\^encias,The Netherlands
Faculdade de Ci\^encias,CNRS
Faculdade de Ci\^encias,France
Faculdade de Ci\^encias,Italy
Faculdade de Ci\^encias,Germany
Faculdade de Ci\^encias,Italy
Faculdade de Ci\^encias,Italy
Faculdade de Ci\^encias,Spain
Faculdade de Ci\^encias,Spain
Faculdade de Ci\^encias,Spain
Faculdade de Ci\^encias,Faculdade de Ci\^encias
Faculdade de Ci\^encias,Universidade de Lisboa
Faculdade de Ci\^encias,Spain
Faculdade de Ci\^encias,CNRS
Faculdade de Ci\^encias,France
Faculdade de Ci\^encias,Italy
Faculdade de Ci\^encias,USA
Faculdade de Ci\^encias,France)
Universidade de Lisboa,Switzerland
Universidade de Lisboa,Italy
Universidade de Lisboa,CNRS
Universidade de Lisboa,France
Universidade de Lisboa,Italy
Universidade de Lisboa,France
Universidade de Lisboa,Italy
Universidade de Lisboa,CA
Universidade de Lisboa,USA
Universidade de Lisboa,Germany
Universidade de Lisboa,Germany
Universidade de Lisboa,Germany
Universidade de Lisboa,Switzerland
Universidade de Lisboa,The Netherlands
Universidade de Lisboa,Germany
Universidade de Lisboa,UK
Universidade de Lisboa,CNRS
Universidade de Lisboa,France
Universidade de Lisboa,Switzerland
Universidade de Lisboa,France
Universidade de Lisboa,CNRS
Universidade de Lisboa,France
Universidade de Lisboa,France
Universidade de Lisboa,The Netherlands
Universidade de Lisboa,The Netherlands
Universidade de Lisboa,CNRS
Universidade de Lisboa,France
Universidade de Lisboa,Italy
Universidade de Lisboa,Germany
Universidade de Lisboa,Italy
Universidade de Lisboa,Italy
Universidade de Lisboa,Spain
Universidade de Lisboa,Spain
Universidade de Lisboa,Spain
Universidade de Lisboa,Faculdade de Ci\^encias
Universidade de Lisboa,Universidade de Lisboa
Universidade de Lisboa,Spain
Universidade de Lisboa,CNRS
Universidade de Lisboa,France
Universidade de Lisboa,Italy
Universidade de Lisboa,USA
Universidade de Lisboa,France)
Switzerland,Italy
Switzerland,CNRS
Switzerland,France
Switzerland,Italy
Switzerland,France
Switzerland,Italy
Switzerland,CA
Switzerland,USA
Switzerland,Germany
Switzerland,Germany
Switzerland,Germany
Switzerland,Switzerland
Switzerland,The Netherlands
Switzerland,Germany
Switzerland,UK
Switzerland,CNRS
Switzerland,France
Switzerland,Switzerland
Switzerland,France
Switzerland,CNRS
Switzerland,France
Switzerland,France
Switzerland,The Netherlands
Switzerland,The Netherlands
Switzerland,CNRS
Switzerland,France
Switzerland,Italy
Switzerland,Germany
Switzerland,Italy
Switzerland,Italy
Switzerland,Spain
Switzerland,Spain
Switzerland,Spain
Switzerland,Faculdade de Ci\^encias
Switzerland,Universidade de Lisboa
Switzerland,Spain
Switzerland,CNRS
Switzerland,France
Switzerland,Italy
Switzerland,USA
Switzerland,France)
Italy,CNRS
Italy,France
Italy,Italy
Italy,France
Italy,Italy
Italy,CA
Italy,USA
Italy,Germany
Italy,Germany
Italy,Germany
Italy,Switzerland
Italy,The Netherlands
Italy,Germany
Italy,UK
Italy,CNRS
Italy,France
Italy,Switzerland
Italy,France
Italy,CNRS
Italy,France
Italy,France
Italy,The Netherlands
Italy,The Netherlands
Italy,CNRS
Italy,France
Italy,Italy
Italy,Germany
Italy,Italy
Italy,Italy
Italy,Spain
Italy,Spain
Italy,Spain
Italy,Faculdade de Ci\^encias
Italy,Universidade de Lisboa
Italy,Spain
Italy,CNRS
Italy,France
Italy,Italy
Italy,USA
Italy,France)
CNRS,France
CNRS,Italy
CNRS,France
CNRS,Italy
CNRS,CA
CNRS,USA
CNRS,Germany
CNRS,Germany
CNRS,Germany
CNRS,Switzerland
CNRS,The Netherlands
CNRS,Germany
CNRS,UK
CNRS,CNRS
CNRS,France
CNRS,Switzerland
CNRS,France
CNRS,CNRS
CNRS,France
CNRS,France
CNRS,The Netherlands
CNRS,The Netherlands
CNRS,CNRS
CNRS,France
CNRS,Italy
CNRS,Germany
CNRS,Italy
CNRS,Italy
CNRS,Spain
CNRS,Spain
CNRS,Spain
CNRS,Faculdade de Ci\^encias
CNRS,Universidade de Lisboa
CNRS,Spain
CNRS,CNRS
CNRS,France
CNRS,Italy
CNRS,USA
CNRS,France)
France,Italy
France,France
France,Italy
France,CA
France,USA
France,Germany
France,Germany
France,Germany
France,Switzerland
France,The Netherlands
France,Germany
France,UK
France,CNRS
France,France
France,Switzerland
France,France
France,CNRS
France,France
France,France
France,The Netherlands
France,The Netherlands
France,CNRS
France,France
France,Italy
France,Germany
France,Italy
France,Italy
France,Spain
France,Spain
France,Spain
France,Faculdade de Ci\^encias
France,Universidade de Lisboa
France,Spain
France,CNRS
France,France
France,Italy
France,USA
France,France)
Italy,France
Italy,Italy
Italy,CA
Italy,USA
Italy,Germany
Italy,Germany
Italy,Germany
Italy,Switzerland
Italy,The Netherlands
Italy,Germany
Italy,UK
Italy,CNRS
Italy,France
Italy,Switzerland
Italy,France
Italy,CNRS
Italy,France
Italy,France
Italy,The Netherlands
Italy,The Netherlands
Italy,CNRS
Italy,France
Italy,Italy
Italy,Germany
Italy,Italy
Italy,Italy
Italy,Spain
Italy,Spain
Italy,Spain
Italy,Faculdade de Ci\^encias
Italy,Universidade de Lisboa
Italy,Spain
Italy,CNRS
Italy,France
Italy,Italy
Italy,USA
Italy,France)
France,Italy
France,CA
France,USA
France,Germany
France,Germany
France,Germany
France,Switzerland
France,The Netherlands
France,Germany
France,UK
France,CNRS
France,France
France,Switzerland
France,France
France,CNRS
France,France
France,France
France,The Netherlands
France,The Netherlands
France,CNRS
France,France
France,Italy
France,Germany
France,Italy
France,Italy
France,Spain
France,Spain
France,Spain
France,Faculdade de Ci\^encias
France,Universidade de Lisboa
France,Spain
France,CNRS
France,France
France,Italy
France,USA
France,France)
Italy,CA
Italy,USA
Italy,Germany
Italy,Germany
Italy,Germany
Italy,Switzerland
Italy,The Netherlands
Italy,Germany
Italy,UK
Italy,CNRS
Italy,France
Italy,Switzerland
Italy,France
Italy,CNRS
Italy,France
Italy,France
Italy,The Netherlands
Italy,The Netherlands
Italy,CNRS
Italy,France
Italy,Italy
Italy,Germany
Italy,Italy
Italy,Italy
Italy,Spain
Italy,Spain
Italy,Spain
Italy,Faculdade de Ci\^encias
Italy,Universidade de Lisboa
Italy,Spain
Italy,CNRS
Italy,France
Italy,Italy
Italy,USA
Italy,France)
CA,USA
CA,Germany
CA,Germany
CA,Germany
CA,Switzerland
CA,The Netherlands
CA,Germany
CA,UK
CA,CNRS
CA,France
CA,Switzerland
CA,France
CA,CNRS
CA,France
CA,France
CA,The Netherlands
CA,The Netherlands
CA,CNRS
CA,France
CA,Italy
CA,Germany
CA,Italy
CA,Italy
CA,Spain
CA,Spain
CA,Spain
CA,Faculdade de Ci\^encias
CA,Universidade de Lisboa
CA,Spain
CA,CNRS
CA,France
CA,Italy
CA,USA
CA,France)
USA,Germany
USA,Germany
USA,Germany
USA,Switzerland
USA,The Netherlands
USA,Germany
USA,UK
USA,CNRS
USA,France
USA,Switzerland
USA,France
USA,CNRS
USA,France
USA,France
USA,The Netherlands
USA,The Netherlands
USA,CNRS
USA,France
USA,Italy
USA,Germany
USA,Italy
USA,Italy
USA,Spain
USA,Spain
USA,Spain
USA,Faculdade de Ci\^encias
USA,Universidade de Lisboa
USA,Spain
USA,CNRS
USA,France
USA,Italy
USA,USA
USA,France)
Germany,Germany
Germany,Germany
Germany,Switzerland
Germany,The Netherlands
Germany,Germany
Germany,UK
Germany,CNRS
Germany,France
Germany,Switzerland
Germany,France
Germany,CNRS
Germany,France
Germany,France
Germany,The Netherlands
Germany,The Netherlands
Germany,CNRS
Germany,France
Germany,Italy
Germany,Germany
Germany,Italy
Germany,Italy
Germany,Spain
Germany,Spain
Germany,Spain
Germany,Faculdade de Ci\^encias
Germany,Universidade de Lisboa
Germany,Spain
Germany,CNRS
Germany,France
Germany,Italy
Germany,USA
Germany,France)
Germany,Germany
Germany,Switzerland
Germany,The Netherlands
Germany,Germany
Germany,UK
Germany,CNRS
Germany,France
Germany,Switzerland
Germany,France
Germany,CNRS
Germany,France
Germany,France
Germany,The Netherlands
Germany,The Netherlands
Germany,CNRS
Germany,France
Germany,Italy
Germany,Germany
Germany,Italy
Germany,Italy
Germany,Spain
Germany,Spain
Germany,Spain
Germany,Faculdade de Ci\^encias
Germany,Universidade de Lisboa
Germany,Spain
Germany,CNRS
Germany,France
Germany,Italy
Germany,USA
Germany,France)
Germany,Switzerland
Germany,The Netherlands
Germany,Germany
Germany,UK
Germany,CNRS
Germany,France
Germany,Switzerland
Germany,France
Germany,CNRS
Germany,France
Germany,France
Germany,The Netherlands
Germany,The Netherlands
Germany,CNRS
Germany,France
Germany,Italy
Germany,Germany
Germany,Italy
Germany,Italy
Germany,Spain
Germany,Spain
Germany,Spain
Germany,Faculdade de Ci\^encias
Germany,Universidade de Lisboa
Germany,Spain
Germany,CNRS
Germany,France
Germany,Italy
Germany,USA
Germany,France)
Switzerland,The Netherlands
Switzerland,Germany
Switzerland,UK
Switzerland,CNRS
Switzerland,France
Switzerland,Switzerland
Switzerland,France
Switzerland,CNRS
Switzerland,France
Switzerland,France
Switzerland,The Netherlands
Switzerland,The Netherlands
Switzerland,CNRS
Switzerland,France
Switzerland,Italy
Switzerland,Germany
Switzerland,Italy
Switzerland,Italy
Switzerland,Spain
Switzerland,Spain
Switzerland,Spain
Switzerland,Faculdade de Ci\^encias
Switzerland,Universidade de Lisboa
Switzerland,Spain
Switzerland,CNRS
Switzerland,France
Switzerland,Italy
Switzerland,USA
Switzerland,France)
The Netherlands,Germany
The Netherlands,UK
The Netherlands,CNRS
The Netherlands,France
The Netherlands,Switzerland
The Netherlands,France
The Netherlands,CNRS
The Netherlands,France
The Netherlands,France
The Netherlands,The Netherlands
The Netherlands,The Netherlands
The Netherlands,CNRS
The Netherlands,France
The Netherlands,Italy
The Netherlands,Germany
The Netherlands,Italy
The Netherlands,Italy
The Netherlands,Spain
The Netherlands,Spain
The Netherlands,Spain
The Netherlands,Faculdade de Ci\^encias
The Netherlands,Universidade de Lisboa
The Netherlands,Spain
The Netherlands,CNRS
The Netherlands,France
The Netherlands,Italy
The Netherlands,USA
The Netherlands,France)
Germany,UK
Germany,CNRS
Germany,France
Germany,Switzerland
Germany,France
Germany,CNRS
Germany,France
Germany,France
Germany,The Netherlands
Germany,The Netherlands
Germany,CNRS
Germany,France
Germany,Italy
Germany,Germany
Germany,Italy
Germany,Italy
Germany,Spain
Germany,Spain
Germany,Spain
Germany,Faculdade de Ci\^encias
Germany,Universidade de Lisboa
Germany,Spain
Germany,CNRS
Germany,France
Germany,Italy
Germany,USA
Germany,France)
UK,CNRS
UK,France
UK,Switzerland
UK,France
UK,CNRS
UK,France
UK,France
UK,The Netherlands
UK,The Netherlands
UK,CNRS
UK,France
UK,Italy
UK,Germany
UK,Italy
UK,Italy
UK,Spain
UK,Spain
UK,Spain
UK,Faculdade de Ci\^encias
UK,Universidade de Lisboa
UK,Spain
UK,CNRS
UK,France
UK,Italy
UK,USA
UK,France)
CNRS,France
CNRS,Switzerland
CNRS,France
CNRS,CNRS
CNRS,France
CNRS,France
CNRS,The Netherlands
CNRS,The Netherlands
CNRS,CNRS
CNRS,France
CNRS,Italy
CNRS,Germany
CNRS,Italy
CNRS,Italy
CNRS,Spain
CNRS,Spain
CNRS,Spain
CNRS,Faculdade de Ci\^encias
CNRS,Universidade de Lisboa
CNRS,Spain
CNRS,CNRS
CNRS,France
CNRS,Italy
CNRS,USA
CNRS,France)
France,Switzerland
France,France
France,CNRS
France,France
France,France
France,The Netherlands
France,The Netherlands
France,CNRS
France,France
France,Italy
France,Germany
France,Italy
France,Italy
France,Spain
France,Spain
France,Spain
France,Faculdade de Ci\^encias
France,Universidade de Lisboa
France,Spain
France,CNRS
France,France
France,Italy
France,USA
France,France)
Switzerland,France
Switzerland,CNRS
Switzerland,France
Switzerland,France
Switzerland,The Netherlands
Switzerland,The Netherlands
Switzerland,CNRS
Switzerland,France
Switzerland,Italy
Switzerland,Germany
Switzerland,Italy
Switzerland,Italy
Switzerland,Spain
Switzerland,Spain
Switzerland,Spain
Switzerland,Faculdade de Ci\^encias
Switzerland,Universidade de Lisboa
Switzerland,Spain
Switzerland,CNRS
Switzerland,France
Switzerland,Italy
Switzerland,USA
Switzerland,France)
France,CNRS
France,France
France,France
France,The Netherlands
France,The Netherlands
France,CNRS
France,France
France,Italy
France,Germany
France,Italy
France,Italy
France,Spain
France,Spain
France,Spain
France,Faculdade de Ci\^encias
France,Universidade de Lisboa
France,Spain
France,CNRS
France,France
France,Italy
France,USA
France,France)
CNRS,France
CNRS,France
CNRS,The Netherlands
CNRS,The Netherlands
CNRS,CNRS
CNRS,France
CNRS,Italy
CNRS,Germany
CNRS,Italy
CNRS,Italy
CNRS,Spain
CNRS,Spain
CNRS,Spain
CNRS,Faculdade de Ci\^encias
CNRS,Universidade de Lisboa
CNRS,Spain
CNRS,CNRS
CNRS,France
CNRS,Italy
CNRS,USA
CNRS,France)
France,France
France,The Netherlands
France,The Netherlands
France,CNRS
France,France
France,Italy
France,Germany
France,Italy
France,Italy
France,Spain
France,Spain
France,Spain
France,Faculdade de Ci\^encias
France,Universidade de Lisboa
France,Spain
France,CNRS
France,France
France,Italy
France,USA
France,France)
France,The Netherlands
France,The Netherlands
France,CNRS
France,France
France,Italy
France,Germany
France,Italy
France,Italy
France,Spain
France,Spain
France,Spain
France,Faculdade de Ci\^encias
France,Universidade de Lisboa
France,Spain
France,CNRS
France,France
France,Italy
France,USA
France,France)
The Netherlands,The Netherlands
The Netherlands,CNRS
The Netherlands,France
The Netherlands,Italy
The Netherlands,Germany
The Netherlands,Italy
The Netherlands,Italy
The Netherlands,Spain
The Netherlands,Spain
The Netherlands,Spain
The Netherlands,Faculdade de Ci\^encias
The Netherlands,Universidade de Lisboa
The Netherlands,Spain
The Netherlands,CNRS
The Netherlands,France
The Netherlands,Italy
The Netherlands,USA
The Netherlands,France)
The Netherlands,CNRS
The Netherlands,France
The Netherlands,Italy
The Netherlands,Germany
The Netherlands,Italy
The Netherlands,Italy
The Netherlands,Spain
The Netherlands,Spain
The Netherlands,Spain
The Netherlands,Faculdade de Ci\^encias
The Netherlands,Universidade de Lisboa
The Netherlands,Spain
The Netherlands,CNRS
The Netherlands,France
The Netherlands,Italy
The Netherlands,USA
The Netherlands,France)
CNRS,France
CNRS,Italy
CNRS,Germany
CNRS,Italy
CNRS,Italy
CNRS,Spain
CNRS,Spain
CNRS,Spain
CNRS,Faculdade de Ci\^encias
CNRS,Universidade de Lisboa
CNRS,Spain
CNRS,CNRS
CNRS,France
CNRS,Italy
CNRS,USA
CNRS,France)
France,Italy
France,Germany
France,Italy
France,Italy
France,Spain
France,Spain
France,Spain
France,Faculdade de Ci\^encias
France,Universidade de Lisboa
France,Spain
France,CNRS
France,France
France,Italy
France,USA
France,France)
Italy,Germany
Italy,Italy
Italy,Italy
Italy,Spain
Italy,Spain
Italy,Spain
Italy,Faculdade de Ci\^encias
Italy,Universidade de Lisboa
Italy,Spain
Italy,CNRS
Italy,France
Italy,Italy
Italy,USA
Italy,France)
Germany,Italy
Germany,Italy
Germany,Spain
Germany,Spain
Germany,Spain
Germany,Faculdade de Ci\^encias
Germany,Universidade de Lisboa
Germany,Spain
Germany,CNRS
Germany,France
Germany,Italy
Germany,USA
Germany,France)
Italy,Italy
Italy,Spain
Italy,Spain
Italy,Spain
Italy,Faculdade de Ci\^encias
Italy,Universidade de Lisboa
Italy,Spain
Italy,CNRS
Italy,France
Italy,Italy
Italy,USA
Italy,France)
Italy,Spain
Italy,Spain
Italy,Spain
Italy,Faculdade de Ci\^encias
Italy,Universidade de Lisboa
Italy,Spain
Italy,CNRS
Italy,France
Italy,Italy
Italy,USA
Italy,France)
Spain,Spain
Spain,Spain
Spain,Faculdade de Ci\^encias
Spain,Universidade de Lisboa
Spain,Spain
Spain,CNRS
Spain,France
Spain,Italy
Spain,USA
Spain,France)
Spain,Spain
Spain,Faculdade de Ci\^encias
Spain,Universidade de Lisboa
Spain,Spain
Spain,CNRS
Spain,France
Spain,Italy
Spain,USA
Spain,France)
Spain,Faculdade de Ci\^encias
Spain,Universidade de Lisboa
Spain,Spain
Spain,CNRS
Spain,France
Spain,Italy
Spain,USA
Spain,France)
Faculdade de Ci\^encias,Universidade de Lisboa
Faculdade de Ci\^encias,Spain
Faculdade de Ci\^encias,CNRS
Faculdade de Ci\^encias,France
Faculdade de Ci\^encias,Italy
Faculdade de Ci\^encias,USA
Faculdade de Ci\^encias,France)
Universidade de Lisboa,Spain
Universidade de Lisboa,CNRS
Universidade de Lisboa,France
Universidade de Lisboa,Italy
Universidade de Lisboa,USA
Universidade de Lisboa,France)
Spain,CNRS
Spain,France
Spain,Italy
Spain,USA
Spain,France)
CNRS,France
CNRS,Italy
CNRS,USA
CNRS,France)
France,Italy
France,USA
France,France)
Italy,USA
Italy,France)
USA,France)
Ming-Hsuan Yang,Yin Cui
Ming-Hsuan Yang,Boqing Gong
Yin Cui,Boqing Gong
Che Liu,Rossella Arcucci
Yue Zhang,Leyang Cui
Yue Zhang,Wei Bi
Leyang Cui,Wei Bi
Che Liu,Sibo Cheng
Cunxiang Wang,Yue Zhang
Kevin Gimpel,Karen Livescu
Xiaodong Cun,Menghan Xia
Xiaodong Cun,Yong Zhang
Xiaodong Cun,Xintao Wang
Xiaodong Cun,Ying Shan
Menghan Xia,Yong Zhang
Menghan Xia,Xintao Wang
Menghan Xia,Ying Shan
Yong Zhang,Xintao Wang
Yong Zhang,Ying Shan
Xintao Wang,Ying Shan
Yue Zhang,Leyang Cui
Yingjie Li,Cunxi Yu
Yoshua Bengio,Doina Precup
Cunhang Fan,Jianhua Tao
Cunhang Fan,Jiangyan Yi
Jianhua Tao,Jiangyan Yi
Xi Chen,Xiao Wang
Xi Chen,Radu Soricut
Xiao Wang,Radu Soricut
Wentao Zhang,Yingxia Shao
Wentao Zhang,Bin Cui
Wentao Zhang,Hongzhi Yin
Yingxia Shao,Bin Cui
Yingxia Shao,Hongzhi Yin
Bin Cui,Hongzhi Yin
Dinggang Shen,Zhiming Cui
Xiaodong Cun,Xintao Wang
Xiaodong Cun,Yong Zhang
Xiaodong Cun,Yang Liu
Xiaodong Cun,Ying Shan
Xintao Wang,Yong Zhang
Xintao Wang,Yang Liu
Xintao Wang,Ying Shan
Yong Zhang,Yang Liu
Yong Zhang,Ying Shan
Yang Liu,Ying Shan
Peng Cui,Jun Zhu
Bo Pang,Radu Soricut
Cuiyun Gao,Michael R. Lyu
Cunhua Pan,Maged Elkashlan
Cunxiang Wang,Yue Zhang
Cunxiang Wang,Wei Bi
Yue Zhang,Wei Bi
Alan Q. Wang,Mert R. Sabuncu
Sibo Cheng,Che Liu
Sibo Cheng,Rossella Arcucci
Che Liu,Rossella Arcucci
Mariana-Iuliana Georgescu,Radu Tudor Ionescu
Hong Chen,Qing Cui
Md Nishat Raihan,Dhiman Goswami
Md Nishat Raihan,Marcos Zampieri
Dhiman Goswami,Marcos Zampieri
Dhiman Goswami,Md Nishat Raihan
Dhiman Goswami,Marcos Zampieri
Md Nishat Raihan,Marcos Zampieri
Maxime Guillaud,Alexis Decurninge
Hejie Cui,Xuan Kan
Hejie Cui,Xin Liu
Hejie Cui,Yue Yu
Hejie Cui,Carl Yang
Xuan Kan,Xin Liu
Xuan Kan,Yue Yu
Xuan Kan,Carl Yang
Xin Liu,Yue Yu
Xin Liu,Carl Yang
Yue Yu,Carl Yang
Menghan Xia,Yong Zhang
Menghan Xia,Xiaodong Cun
Menghan Xia,Xintao Wang
Menghan Xia,Ying Shan
Yong Zhang,Xiaodong Cun
Yong Zhang,Xintao Wang
Yong Zhang,Ying Shan
Xiaodong Cun,Xintao Wang
Xiaodong Cun,Ying Shan
Xintao Wang,Ying Shan
Mostafa Jahanifar,Shan E Ahmed Raza
Mostafa Jahanifar,Nasir Rajpoot
Shan E Ahmed Raza,Nasir Rajpoot
Silvia Cascianelli,Rita Cucchiara
Ping Zhang,Shuguang Cui
Yiming Cui,Dongfang Liu
Murat Cubuktepe,"Ufuk
  Topcu"
Cunjun Yu,Jie Xu
Bryan Lim,Manon Flageat
Bryan Lim,Antoine Cully
Manon Flageat,Antoine Cully
Germany,Germany
Germany,Germany
Germany,Germany)
Germany,Germany
Germany,Germany)
Germany,Germany)
Yilin Ning,Nan Liu
Andrei Zanfir,Thiemo Alldieck
Xin Li,Yilin Ning
Xin Li,Marcus Eng Hock Ong
Yilin Ning,Marcus Eng Hock Ong
Jiashuo Liu,Bo Li
Jiashuo Liu,Peng Cui
Bo Li,Peng Cui
UK,UK)
Jun Wei,Zhen Li
Xi Chen,Qi Liu
Xi Chen,Ming Liu
Qi Liu,Ming Liu
Hujun Bao,Guofeng Zhang
Hujun Bao,Zhaopeng Cui
Guofeng Zhang,Zhaopeng Cui
Bilge Acun,Carole-Jean Wu
UK),UK)
UK),Germany)
UK),Germany)
UK),Germany)
UK),Germany)
Germany),Germany)
Guangxu Zhu,Jie Xu
Shuo Wang,Ganqu Cui
Shuo Wang,Ning Ding
Ganqu Cui,Ning Ding
Germany,Heidelberg
Germany,Germany
Germany,Germany
Germany,Germany)
Heidelberg,Germany
Heidelberg,Germany
Heidelberg,Germany)
Germany,Germany
Germany,Germany)
Germany,Germany)
Jie Xu,Yaping Sun
Jie Xu,Shuguang Cui
Yaping Sun,Shuguang Cui
Xiaodong Cui,Wei Zhang
Xiaodong Cui,George Saon
